id_pessoa,idade_pessoa,renda_pessoa,propriedade_residencial_pessoa,tempo_emprego_pessoa,id_emprestimo,motivo_emprestimo,nota_emprestimo,quantia_emprestimo,taxa_emprestimo,status_emprestimo,percentual_renda_emprestimo,id_banco,existencia_inadimplencia_banco,tempo_primeiro_credito_banco
jskgq3DO-6n6Z,27.0000,60000.0000,Mortgage,3,ExhaPCfX-7A2T,Personal,E,5000.0000,16.45,0,0.08,MpohdM2o-ymKR,N,6.0000
FE0BWZlW-I2DA,22.0000,41000.0000,Rent,6,BmaIFuon-Wd4S,Venture,A,5000.0000,11.013104465037149,0,0.12,69CaK92q-Ja6W,N,2.0000
9BOwm34a-hRqc,28.0000,100000.0000,Mortgage,0,v5KUvAMI-3jzj,Venture,C,18000.0000,13.99,0,0.18,S0FZp8Ne-YuQ1,Y,6.0000
RnzUnhl7-TDvQ,26.0000,85000.0000,Rent,2,inNswnu4-JP3J,Venture,A,28000.0000,7.49,1,0.33,Q5xs9SPO-JsWw,N,3.0000
hicPaXuE-vhrN,30.0000,144997.0000,Mortgage,14,3fbg7vt9-vuhM,Personal,B,25000.0000,11.83,0,0.17,b46gsDrk-t3pN,N,5.0000
QyNj1ZED-W8Lq,24.0000,60000.0000,Mortgage,4,EXFUB9lf-Jj8m,Education,A,4000.0000,7.9,0,0.07,7ZsltfRj-7vra,N,3.0000
LWJfQMDS-049t,41.0000,26400.0000,Mortgage,1,Pps0oBH1-Gerv,Personal,D,10300.0000,16.29,1,0.39,xzmQKgsR-7A7x,Y,14.0000
BKXP8C3G-f0KR,34.0000,93100.0000,Rent,2,cSKdy6Eh-eaWz,Homeimprovement,C,8000.0000,11.013104465037149,0,0.09,Dm02tacQ-DrSe,N,9.0000
HNN6Grnl-fknG,24.0000,75000.0000,Mortgage,9,NuXchJo0-2dX5,Homeimprovement,A,11500.0000,5.42,0,0.15,qBFrloUA-XKUB,N,2.0000
JijTiE2E-8O9k,27.0000,22896.0000,Own,1,teQLoQlS-o46k,Medical,B,5000.0000,11.48,0,0.22,OALfHQpY-Gr18,N,8.0000
lcfGmBxC-7o5u,31.0000,24000.0000,Rent,0,AOogfhmd-WO9F,Debtconsolidation,A,9925.0000,6.62,1,0.41,pJcRvYss-JdDM,N,6.0000
e9ME0tJY-69Jt,23.0000,32000.0000,Mortgage,4.787874228975478,9fTIWFIB-K0eM,Education,B,1000.0000,10.59,1,0.03,MpZlbtnj-v5ZG,N,2.0000
bsjYmP00-XXsO,23.0000,65000.0000,Mortgage,7,EXQXXO9g-llgX,Education,A,10500.0000,6.03,0,0.16,Yj0s3Sns-mdCe,N,4.0000
34pgm6v9-wwFt,33.0000,66500.0000,Mortgage,1,NW1cmQ2g-Yn83,Education,A,9590.5644,7.14,0,0.17022825037310413,Sge4oaPR-TdZ0,N,9.0000
J9qwzskT-gfTm,34.0000,45000.0000,Mortgage,1,3pn6fGH2-QaAF,Debtconsolidation,C,3800.0000,13.16,0,0.08,KjvT9j8q-kfx1,Y,5.0000
qds8tWhO-LZpG,30.0000,20000.0000,Rent,1,Piorghiq-AFfv,Personal,B,3000.0000,11.49,1,0.15,McQiI7Ui-JIh6,N,8.0000
rN4uqEAp-hQ3t,28.0000,33000.0000,Rent,0,v0hzEdfK-OMzy,Venture,D,3200.0000,14.42,1,0.1,WRIZRGDT-QI76,Y,6.0000
IlwUbT1B-kU7h,24.0000,62050.0000,Mortgage,1,xTTo0f9o-XvIX,Medical,C,5600.0000,14.65,1,0.08,A5UHlRir-icH1,N,4.0000
urN4ynD0-Bs9p,23.0000,34000.0000,Own,7,0dKWsUaC-56uh,Venture,A,10950.0000,7.29,0,0.32,SGYt6Bzg-X7jg,N,2.0000
BEgWKAQl-b1GG,32.0000,66024.5583,Rent,4.787874228975478,b9uK0dGB-T4DC,Medical,A,12000.0000,14.54,0,0.27,q8swHn45-O8Oj,N,2.0000
YdiGpOlf-LrDv,25.0000,98400.0000,Rent,4,tGL59Suq-PNYy,Personal,D,16525.0000,15.28,0,0.17,P2To1Ezf-erHI,Y,3.0000
aCtlo1Qq-x5Zm,23.0000,56000.0000,Rent,7,oYaMy7NR-5ZbG,Venture,C,4000.0000,15.23,0,0.07,ESUQ3c2l-tK5M,Y,4.0000
njxFDuCE-v1Nb,23.0000,75000.0000,Mortgage,4,40qlhA7j-5biQ,Medical,C,16800.0000,13.47,0,0.22,ZYplg4dP-O7b3,N,4.0000
JLAq8dlx-tu7t,27.0000,90000.0000,Mortgage,8,AvrwUxDi-ooLm,Debtconsolidation,A,12000.0000,7.29,0,0.13,inq4GkBo-RevJ,N,5.0000
bo2MWF7f-ttmC,24.0000,85000.0000,Mortgage,3,aHCMF0aM-o9qY,Homeimprovement,A,9590.5644,11.013104465037149,0,0.1,j4QchCXc-gsrU,N,2.0000
QoMxv9tl-6RS5,32.0000,38300.0000,Rent,4,WwvK6uAc-BtkP,Medical,B,5000.0000,10.25,0,0.13,CjxkakKw-cGI6,N,9.0000
UtoaC0MF-oNve,25.0000,32000.0000,Mortgage,4,gsQ8pmT3-NdYF,Debtconsolidation,B,8000.0000,10.36,1,0.25,S7bTia1N-jrwa,N,2.0000
G4UNjSG9-MYnA,28.0000,12000.0000,Rent,1,5hPREiyx-KPPG,Homeimprovement,D,1000.0000,16.32,1,0.08,9u9f4m4R-8XB9,Y,9.0000
lyvPnMDa-jRzQ,26.0000,64000.0000,Mortgage,2,3LRJeKA3-MyjK,Personal,D,8000.0000,14.96,0,0.13,dKgLfoZ5-L9hp,Y,2.0000
QSi3n1uR-x95v,24.0000,52000.0000,Mortgage,8,4gZM9xoI-Wa0z,Personal,B,5000.0000,10.99,0,0.1,KptO4H6R-yYw7,N,3.0000
Hbz9PtI3-tOFs,29.0000,42000.0000,Rent,4,bFMFchcv-UwQW,Venture,G,1600.0000,19.16,0,0.04,PkBixMJ3-3bad,Y,6.0000
KX9nurGm-G1C5,25.0000,59600.0000,Mortgage,5,9cpMlCU6-H6ie,Education,E,6000.0000,16.45,1,0.1,nqJjNbwI-Oarb,N,4.0000
rgHUJv2L-6UqX,21.0000,45000.0000,Rent,3,Dvfl8eFj-9O2N,Medical,B,9600.0000,12.18,0,0.21,ElwCZI3i-Zedp,N,3.0000
ji3fFcUX-uC4L,23.0000,24000.0000,Own,0,mwNA5RSD-MeZN,Education,A,7000.0000,7.14,0,0.29,D8n27kWQ-M1uS,N,3.0000
9QHvP0Pf-JDrc,33.0000,32400.0000,Rent,8,66jnRvGk-0gHU,Education,A,11000.0000,6.99,1,0.34,wXurSTSP-9CgL,N,10.0000
5deB5DeT-OKAp,33.0000,54000.0000,Rent,15,vwZi6gb8-h0ve,Debtconsolidation,B,10000.0000,10.99,0,0.19,s2fQ68Mw-HuT3,N,8.0000
1PYXXwkQ-cBCH,41.0000,50780.0000,Mortgage,14,fNPrwmOr-4Tc7,Personal,B,6000.0000,10.99,0,0.12,FJygP73l-4XAm,N,17.0000
RKMOpDTp-rOMi,27.0000,83000.0000,Mortgage,11,3mDXxMtm-ExpO,Venture,C,2500.0000,13.99,0,0.03,faCUFK3Q-1uHB,Y,8.0000
ZzjMu3Ax-Zn6U,40.0000,52479.0000,Rent,17,5UehHITe-EICG,Personal,D,6600.0000,14.54,1,0.13,nMmTtwUf-MEoq,N,13.0000
mbqsZswZ-tAlH,37.0000,117000.0000,Mortgage,3,DiF4TOvO-pJ6m,Personal,A,10000.0000,8.94,0,0.09,gK4X6Np8-Y9xI,N,11.0000
XUPbgPA9-qSZ6,26.0000,38000.0000,Rent,10,1exFuZSA-fy5Q,Venture,B,10000.0000,11.013104465037149,0,0.26,Xhf8zbbc-mTQI,N,3.0000
ccU5LAlm-oeHq,52.0000,54000.0000,Rent,0,LtTdF3HU-KFgJ,Personal,A,1500.0000,8.49,1,0.03,Adc5z7H5-W6D2,N,24.0000
jSrqYrdk-Ej3e,25.0000,48226.0000,Rent,9,HptLtbcF-kaej,Medical,A,7000.0000,7.9,0,0.15,rUn5HvZd-OXI4,N,3.0000
pmdGhDCd-gxE4,23.0000,48000.0000,Rent,0,zFoHRhPz-1wHR,Personal,A,6800.0000,6.54,1,0.14,90Noebr2-3u8u,N,4.0000
Dgc1W7Zr-FiEg,44.0000,80160.0000,Mortgage,13,rqjB7W2p-SR3N,Debtconsolidation,C,5500.0000,13.92,0,0.07,sTeWZBnu-QfFZ,Y,13.0000
o4yi874X-RGpB,38.0000,49000.0000,Mortgage,10,LPJIk4fp-LdOX,Debtconsolidation,B,7250.0000,11.99,0,0.15,y6MaM6Rf-L2SG,N,11.0000
62PoNdWK-GRsy,29.0000,62532.0000,Rent,6,J3MMUKy0-pUuP,Venture,C,9000.0000,13.49,0,0.14,hu1htSXj-BhdZ,N,6.0000
LwPGrBkH-eNv8,24.0000,50000.0000,Rent,8,PDSaSDpy-mmpm,Medical,B,5000.0000,9.25,0,0.1,GvvBCCIl-qjGP,N,3.0000
uHZxxrga-4y1b,23.0000,38000.0000,Mortgage,5,bsHZngMu-SRls,Personal,A,5400.0000,7.9,0,0.14,ZvD91Bbt-GLpW,N,3.0000
Lo9hbmzq-QiTt,28.0000,108000.0000,Rent,2,ECHWWJy5-HbrP,Personal,D,20000.0000,15.31,1,0.19,TJEDr2EU-FR1b,N,7.0000
3QrrKxYs-Ksf9,43.0000,122500.0000,Mortgage,4,mAAbfW5i-hOds,Education,A,9150.0000,6.03,0,0.07,GJXsUEd1-aAAv,N,12.0000
yv86b5Ow-ywPM,26.0000,105400.0000,Mortgage,6,6SKos5FL-oMpz,Medical,D,24000.0000,14.61,1,0.19,5fljNp94-CFIG,N,3.0000
pQU2i8Fo-KXWw,31.0000,120000.0000,Mortgage,6,peAzve94-eorT,Medical,A,28000.0000,8.9,0,0.23,tTq5oYCm-PGHu,N,9.0000
jbjfH7vn-ePqm,31.0000,42000.0000,Rent,6,iMrgpL8t-2BXy,Education,D,1200.0000,16.29,0,0.03,DnSUL2WK-SS7s,Y,5.0000
Z6iINXcB-1xSE,30.0000,69996.0000,Rent,0,g5hPInti-rdkS,Personal,B,2000.0000,10.65,0,0.03,yT86cnMq-Mh3I,N,10.0000
7bPeZSC2-0qBh,27.0000,89000.0000,Mortgage,2,RUGSJPqa-yMzo,Debtconsolidation,B,10000.0000,10.65,0,0.11,CEUyffad-H0Bm,N,7.0000
Uqsqyyca-wl9E,23.0000,56100.0000,Mortgage,3,2Bugq7PU-rQ39,Medical,B,5650.0000,10.99,1,0.09,DScKqKXd-gYhC,N,3.0000
veRNJgmL-xCSy,24.0000,60000.0000,Own,9,FbzhMvqY-Z4Wj,Homeimprovement,B,15000.0000,11.83,0,0.25,pUFPe05Z-xXr7,N,3.0000
wfoF4hsy-sPIH,32.0000,40277.0000,Rent,5,yI3nJJWF-1GpQ,Medical,B,15000.0000,11.71,1,0.37,gXsECNoE-7d2r,N,8.0000
x8ovO8cg-Yhgg,30.0000,9600.0000,Rent,4.787874228975478,x8v512L7-ET4m,Personal,A,1800.0000,5.99,1,0.19,v8W6fnE7-HWxY,N,8.0000
1TQ8tuq7-bIRS,27.0000,35000.0000,Rent,0,FFlCHmne-MvJF,Debtconsolidation,A,3000.0000,8.49,0,0.09,byyK9jq7-Rf53,N,10.0000
zQKnCljO-ZDKu,30.0000,117005.0000,Rent,1,MiOU8xTd-mvHu,Venture,E,12000.0000,18.79,1,0.1,jclhMRmp-AYa5,Y,8.0000
dmT2jTXJ-OaI9,27.0000,78500.0000,Rent,6,aq662aQd-NgtO,Education,A,8000.0000,8.59,0,0.1,662Eisax-UH88,N,8.0000
uRJc6oma-MdXx,36.0000,65458.0000,Mortgage,4,sEsqSKmC-HGb9,Medical,A,8000.0000,7.29,0,0.12,0UlSUgIi-KfFt,N,13.0000
d10HdjX9-xlsy,24.0000,41000.0000,Rent,4,Y35IUP7q-3ApP,Medical,C,15600.0000,12.87,1,0.38,6E2FlXRc-5h6X,Y,3.0000
LJk5ZYtK-KGzW,21.0000,27600.0000,Rent,2,hg9WuMab-id81,Education,B,3000.0000,11.49,0,0.11,kHMD3UYm-lzde,N,4.0000
KeIYcvbo-MmNb,24.0000,54000.0000,Mortgage,8,l6sGmhhp-BfGA,Personal,B,4000.0000,9.99,0,0.07,4qeUMzG6-6zTH,N,2.0000
Nj9hQnpD-GxP0,23.0000,35000.0000,Rent,0,CJwSToAj-nZo3,Debtconsolidation,C,5200.0000,13.92,0,0.15,M6dgIJsg-qyO2,N,2.0000
2qL2TpcA-3UO0,26.0000,108000.0000,Mortgage,4,LoQ6fSUb-Oz9B,Personal,A,9000.0000,5.79,0,0.08,yyxAqFSr-rcKu,N,2.0000
SIbqmdlL-t6IF,37.0000,59000.0000,Rent,2,FkyQ2p0o-dFB3,Education,D,4800.0000,14.54,1,0.08,WreUXwJ2-iLqT,Y,14.0000
qtemgqbK-y7Tp,24.0000,125375.0000,Rent,0,FNNUKnlt-rljH,Medical,C,12000.0000,14.27,1,0.08,DhvervTU-hGyH,N,2.0000
NnKQAWZp-yWKn,48.0000,94050.0000,Mortgage,1,3zL26JGx-jKAA,Debtconsolidation,D,23000.0000,14.96,1,0.24,UbREX8Sj-bRoG,Y,16.0000
sx200D8t-sRot,24.0000,53117.0000,Rent,1,psWjYLWt-8X8G,Personal,C,2000.0000,13.79,0,0.04,kxoH4yUA-goGz,N,2.0000
sivxvMRL-1mU1,31.0000,73000.0000,Mortgage,4,Fn8ZoQo7-uJ56,Debtconsolidation,F,16000.0000,19.41,1,0.22,okv16GaO-5WCN,N,7.0000
dN39htvu-Oymj,29.0000,46000.0000,Rent,6,6TY3n4yr-iH2S,Venture,B,4000.0000,9.99,0,0.09,gTfKXGcK-FNsc,N,9.0000
OYlSzNao-AaC1,26.0000,52000.0000,Mortgage,6,S1RYT9oj-0GzJ,Personal,B,3300.0000,10.99,0,0.06,hvmChwqB-98Uu,N,2.0000
4kc1SNie-l58o,31.0000,56000.0000,Mortgage,4,NfiWEpwr-U6Tc,Medical,A,8000.0000,8.59,0,0.14,OMFh9Hc3-h9LH,N,6.0000
IkIAeX7f-dfGP,40.0000,69996.0000,Rent,6,hcxF7Xde-wpCy,Medical,B,3000.0000,10.75,0,0.04,CYK4Qo99-q5Jn,N,15.0000
68tLO9dS-mZ9H,30.0000,96000.0000,Rent,4,t7zapY15-PIx1,Personal,C,12900.0000,14.79,0,0.13,6MH1gX3C-UEIY,N,9.0000
ASFqZJGZ-UHQP,25.0000,62604.0000,Rent,2,EmZwDSy7-YsOT,Personal,A,9000.0000,11.013104465037149,0,0.14,3IBSpP8g-XfhA,N,3.0000
eB5CPQE2-sBhW,49.0000,95000.0000,Mortgage,2,YhARy7mo-Fs3y,Homeimprovement,A,3000.0000,5.42,0,0.03,JAJi4DOI-9TU1,N,12.0000
wIpK7Gev-GmYY,27.0000,97000.0000,Mortgage,11,ISoB48er-MIWu,Personal,B,3600.0000,9.25,0,0.04,TSHZjj7P-LRvz,N,7.0000
02x9biGh-3gTR,23.0000,68000.0000,Rent,1,k9lhNtMp-72zH,Venture,E,14400.0000,17.99,1,0.21,6EM4uoS2-maX2,N,2.0000
vuapM6Wp-q7r1,22.0000,52000.0000,Rent,6,ZjdyUQ9p-0x7B,Venture,B,10000.0000,11.71,0,0.19,FSggdWZM-oovG,N,2.0000
xMMdFxG0-otkm,22.0000,50004.0000,Mortgage,5,Ekc61OLR-yH6x,Education,D,14000.0000,15.58,0,0.28,AhvDl6qE-fFuN,N,4.0000
5wS8gYWN-pszw,26.0000,84000.0000,Rent,0,NKz3RBWc-bEHz,Homeimprovement,C,8000.0000,12.61,1,0.1,NGh5a7Js-YUL6,N,4.0000
KERy1kyl-jutD,26.0000,48000.0000,Rent,2,HNp70km2-FOHd,Medical,B,10000.0000,12.21,0,0.21,PKWbovnW-oxoi,N,3.0000
N6f1qpl2-nZNT,21.0000,42000.0000,Rent,5,vFxYwnTF-wUFY,Personal,D,1000.0000,15.58,1,0.02,jGqZekxj-UQ0n,Y,4.0000
uYsLkgLc-OwH6,41.0000,55000.0000,Rent,9,2Wht0eH9-fbh7,Debtconsolidation,B,12000.0000,12.53,0,0.22,piKhYvXC-6Nw7,N,15.0000
mZuQELPg-zziL,25.0000,75600.0000,Mortgage,7,wRgitYCv-sakI,Medical,C,15000.0000,12.68,0,0.2,Wm47wFgw-AyTJ,Y,3.0000
0aYA31zb-E5nw,25.0000,61680.0000,Rent,1,sK9Z0Su3-ByoJ,Venture,C,7600.0000,13.23,1,0.12,Gw8X3ik5-kpvg,N,4.0000
IrQvz1vD-12us,22.0000,36000.0000,Mortgage,6,upmeH4v7-na8Z,Debtconsolidation,A,5975.0000,7.42,0,0.17,SEWkFC4P-falp,N,4.0000
qDeyTYs1-baNz,25.0000,50000.0000,Rent,0,OGSU5oJz-B4De,Homeimprovement,B,6400.0000,9.91,0,0.13,HtcIjFIo-tSbK,N,4.0000
TNzoNDQd-53OZ,30.0000,40800.0000,Rent,7,HigIbFrn-CpoP,Personal,B,2400.0000,11.49,1,0.06,plocyhM5-pNdf,N,9.0000
tZZsLaL1-7Mky,29.0000,60000.0000,Rent,1,PNb4Qvjs-ZLLI,Homeimprovement,B,6000.0000,10.01,0,0.1,vjHlgU1U-gmH0,N,10.0000
J8fA9Kzt-D6N0,25.0000,102000.0000,Mortgage,3,qEhprgqo-siW8,Debtconsolidation,A,11200.0000,7.91,0,0.11,P0l1KqPL-rlFM,N,4.0000
w4crMBvt-TglI,25.0000,52000.0000,Rent,3,D3yARbkf-YJoW,Education,B,7200.0000,12.69,0,0.14,ijqY6pQx-JytZ,N,3.0000
hspjFhNQ-NKdS,24.0000,32000.0000,Rent,4,QQkMedQL-MEnl,Homeimprovement,B,12800.0000,12.42,1,0.4,Eg6gYFw8-vKAs,N,3.0000
CesqwZwE-aJyI,26.0000,147996.0000,Mortgage,10,FRHAQY4n-9pOU,Debtconsolidation,A,7500.0000,8,0,0.05,tGIzu0TS-78iE,N,3.0000
NWj336IU-fFa8,24.0000,39996.0000,Mortgage,1,k6mTtHvG-RCSa,Personal,B,3000.0000,9.91,0,0.08,gE0us0rD-Xjv3,N,4.0000
1gbQ4RZ1-IMcg,33.0000,80000.0000,Mortgage,5,3OF9yUBo-pxgK,Homeimprovement,D,24000.0000,14.46,0,0.3,nslcmEgq-uPnO,N,6.0000
UrrDSeXi-WBvy,38.0000,114000.0000,Mortgage,22,gCcGLB1X-B1Uy,Debtconsolidation,B,19000.0000,9.99,0,0.17,kpcbrwB2-SX9N,N,12.0000
RmFdSgbK-NrZY,24.0000,100800.0000,Mortgage,4,x5bXRcUy-Arjw,Education,B,21000.0000,11.49,0,0.21,tUN48DaT-s3n5,N,4.0000
cR07LuR0-mwEf,23.0000,72000.0000,Rent,7,NfK1bRyz-vKQ8,Personal,B,10000.0000,10.59,0,0.14,LUhAig72-ipo2,N,4.0000
IE7xRxnw-2FhC,25.0000,23000.0000,Rent,4.787874228975478,gIRr6PwL-28Sy,Homeimprovement,D,8000.0000,14.46,1,0.35,3LZ2uRzY-Ufu7,Y,2.0000
4DGaHYeZ-0nEI,23.0000,99200.0000,Mortgage,7,CF6JEia3-JgDG,Debtconsolidation,A,23000.0000,6.91,0,0.23,m0irAyyX-XUuZ,N,4.0000
FBLvtXHn-5zFI,26.0000,145992.0000,Mortgage,0,5Yb77yvT-lgy0,Personal,D,20000.0000,11.013104465037149,0,0.14,2ZBjZwiA-hk1Y,Y,2.0000
oArD4oX7-F4ZW,23.0000,25200.0000,Rent,7,fARXrroz-2fp0,Education,B,7200.0000,11.86,1,0.29,M4jwbCR2-S0RQ,N,4.0000
tjZivN13-oXdz,22.0000,32400.0000,Mortgage,1,Ki8LT7rR-lKEw,Debtconsolidation,A,5500.0000,11.013104465037149,0,0.17,hhZ0RnFe-CdnB,N,2.0000
pOiseZcH-9Fk0,21.0000,45192.0000,Mortgage,0,G0hUayxs-FJjj,Personal,B,11700.0000,10.74,0,0.26,3tcoPzMf-v8ma,N,2.0000
2c5TJeBX-Bhaz,37.0000,85000.0000,Rent,3,v24dlQwf-Jmz0,Education,C,10000.0000,14.27,0,0.12,pFQ0RqtS-TeEb,N,14.0000
J3jGNZeh-OzZE,26.0000,84996.0000,Rent,0,NaelpPC5-t2kz,Medical,B,9000.0000,11.26,0,0.11,GvqL52S8-S8OH,N,2.0000
UZtAYHzP-HWIn,22.0000,25000.0000,Mortgage,4,ewWSJswY-YsGR,Venture,A,1800.0000,8.49,0,0.07,zABKPmkO-ls2k,N,2.0000
kw7FCTZe-yPS3,34.0000,73000.0000,Mortgage,7,KeafB0Oc-3UFr,Personal,A,20675.0000,11.013104465037149,0,0.28,f11C9pR8-LqkT,N,9.0000
85XBvmLH-QHQ9,26.0000,35000.0000,Mortgage,10,7qKwySdZ-DH6N,Venture,A,6000.0000,7.51,0,0.17,D83lAM6m-HGFY,N,4.0000
pbrxxYCT-azkQ,27.0000,35000.0000,Rent,8,Ocg8CEfd-dYA4,Personal,B,12000.0000,9.91,1,0.34,OWpqlTfj-B7BP,N,8.0000
LDKkl1Z8-sjpI,28.0000,53544.0000,Rent,12,5aOMkunq-yQah,Homeimprovement,C,1800.0000,11.013104465037149,0,0.03,hKj9qMma-gbc5,Y,7.0000
WwXrx0nj-UG9n,33.0000,56312.0000,Rent,2,U8fDpRKQ-1ejj,Homeimprovement,B,3000.0000,11.71,0,0.05,Jj0uWkj8-Esq5,N,9.0000
vRvHb1B2-veQR,22.0000,63000.0000,Rent,2,I4bDyQFL-j38a,Debtconsolidation,A,5000.0000,7.74,0,0.08,k2JAdhH7-Q8Fb,N,3.0000
P5O9YZfF-cRYw,23.0000,57000.0000,Rent,7,vhtMis5w-6XzU,Debtconsolidation,B,10000.0000,11.48,0,0.18,JDHe1NjJ-meTn,N,4.0000
s1TUPpwW-WLAi,27.0000,93000.0000,Mortgage,5,RkHW8dbl-mWCY,Debtconsolidation,C,16000.0000,13.57,0,0.17,sl4o1OTU-E4ZH,Y,10.0000
B2r7BZjc-UMNt,22.0000,58900.0000,Rent,2,alkMGwgH-Gj4f,Medical,C,14900.0000,13.57,0,0.25,KaO7e98q-Tiig,N,3.0000
g207752f-KPeq,24.0000,48000.0000,Mortgage,3,OqBz0aLl-YKaZ,Debtconsolidation,B,4800.0000,9.99,0,0.1,FSquHZqw-zJzf,N,2.0000
0SyYsnkP-H1X1,29.0000,50000.0000,Mortgage,2,a2naLoSJ-inA4,Medical,A,5000.0000,11.013104465037149,0,0.1,RvJSiigN-4LWQ,N,6.0000
TLsRsmFT-tLLk,34.0000,105000.0000,Mortgage,2,TTbyCtye-O1MC,Homeimprovement,A,5000.0000,5.42,0,0.05,ZBtymRJa-gqxq,N,7.0000
gfaz3an2-JoDZ,26.0000,122000.0000,Mortgage,4,u1R3MTPL-weID,Education,C,4800.0000,11.013104465037149,0,0.04,Xf7DSEoa-TOfm,Y,3.0000
aCjORDwY-dmGe,22.0000,38400.0000,Own,6,ttonXlUz-hxvS,Personal,C,10000.0000,14.72,0,0.26,IwwYA2ZR-MBu6,N,3.0000
uatAYfDa-vD2O,25.0000,72700.0000,Rent,4,OyXZ6yrj-bahx,Homeimprovement,D,7000.0000,14.84,0,0.1,6esI22DW-5FOy,Y,2.0000
WEQav1ag-IUmr,32.0000,101000.0000,Mortgage,12,nonl7gLn-OoR3,Debtconsolidation,B,8000.0000,11.49,0,0.08,Z6FaEKcm-0tAm,N,5.0000
N4PRpBTI-sbi6,29.0000,35000.0000,Mortgage,14,gD2jbflH-d0HX,Education,C,8000.0000,12.68,0,0.23,IfQy9bbl-A9JI,Y,9.0000
yHRGvuyx-CUSE,27.0000,39996.0000,Rent,4,w7CPv5aH-ala1,Venture,A,6500.0000,9.63,0,0.16,nSINYpvz-weaQ,N,7.0000
P5ESJQCv-1Rjl,24.0000,46800.0000,Mortgage,6,ZxBU3779-H8Xq,Debtconsolidation,A,12000.0000,6.99,0,0.26,FF5UyoMr-7JbS,N,3.0000
YxUU8YWe-vKbX,46.0000,65000.0000,Rent,1,msLZyGsW-KgAY,Education,B,6000.0000,12.69,0,0.09,al8AGrd3-j25z,N,13.0000
UFuSST8Z-JIaE,23.0000,65000.0000,Mortgage,7,kzfU827P-G04s,Education,A,9000.0000,7.88,0,0.14,4oTKl0H0-wZEb,N,3.0000
Bdv64uTu-LSbM,27.0000,47544.0000,Rent,11,qLvfqw5d-qypq,Debtconsolidation,A,2500.0000,7.88,0,0.05,FASgxlNz-R8PR,N,5.0000
g4Mr3Ive-qybd,22.0000,35000.0000,Rent,4,j6ZJWBKr-2hnm,Venture,C,1000.0000,11.013104465037149,0,0.03,7bHzQtAW-fsii,Y,3.0000
yf1FN45v-TWEa,25.0000,84000.0000,Mortgage,4,Q5dQdJ6q-9SDO,Debtconsolidation,A,15000.0000,7.88,0,0.18,m72fseya-5PZw,N,4.0000
IGJnHlh5-RW15,58.0000,68000.0000,Mortgage,1,cCWKWkrU-4oQC,Personal,B,8000.0000,10.99,0,0.12,eYw3xdOj-cPAp,N,29.0000
h4eiMv09-JITO,24.0000,90000.0000,Rent,3,dyi9wgMv-Cr8p,Homeimprovement,B,15000.0000,11.86,0,0.17,3bmOa6oS-3f5u,N,2.0000
SIxCl6ke-KiXh,36.0000,170000.0000,Mortgage,13,znKB7aEl-fj2Q,Venture,A,25000.0000,7.51,0,0.15,xtMvNFLs-S3XQ,N,13.0000
Uyek1Sgl-aN2W,29.0000,33600.0000,Rent,7,Fk2kw25a-MPq2,Venture,B,2000.0000,11.71,0,0.06,buLDd6t6-8IaP,N,9.0000
LJB323tn-kCdL,37.0000,46680.0000,Mortgage,6,bwPpBRmT-1JUo,Venture,D,8000.0000,15.21,0,0.17,Qi2LL2SS-zWcH,N,15.0000
PRqjdn84-NNDk,26.0000,72645.0000,Own,5,TORe9G0D-DTla,Venture,A,12000.0000,11.013104465037149,0,0.17,JlOD8myO-Bdhz,N,2.0000
e37KpJ17-qWgR,28.0000,90000.0000,Mortgage,5,3RddnSZQ-9Hbh,Venture,B,25000.0000,11.86,0,0.28,Bojocr4E-97SP,N,6.0000
JxRWa6NZ-4s7q,26.0000,56045.0000,Rent,1,wbvipmUO-9m1j,Medical,D,24250.0000,14.96,1,0.37,r8ABnD9l-ekpt,N,2.0000
GTO3xGzD-4oiz,30.0000,72000.0000,Mortgage,3,YWO4Ma8L-qI9E,Personal,B,12000.0000,10.95,0,0.17,sF5jokvT-eTUg,N,5.0000
oHi3aLmt-QE1P,34.0000,62900.0000,Mortgage,11,qUwNHuD1-JiLE,Medical,A,18000.0000,8.94,1,0.24,95TIe3ew-tiTO,N,5.0000
7ZuvyXOR-xwEY,27.0000,129900.0000,Mortgage,11,MMcIX8ZE-v8LE,Medical,B,3100.0000,11.11,0,0.02,4m5fpTRE-G6wQ,N,8.0000
ObhGRoP1-HMH3,37.0000,21600.0000,Rent,4,GXDnKErI-90Wl,Medical,D,3800.0000,11.013104465037149,1,0.18,vrKiIMwa-nRfP,N,11.0000
TJvond5k-OZsJ,22.0000,96000.0000,Mortgage,3,Sq9jFOjZ-nd4A,Education,C,11400.0000,13.04,0,0.12,LOrdD3hM-coOU,Y,2.0000
UhoAAjoC-im4Z,35.0000,500000.0000,Mortgage,17,5aaDywR4-Urm8,Debtconsolidation,C,20000.0000,13.85,0,0.04,xH77IFAA-3iDP,Y,7.0000
Hds7B4Mo-233B,24.0000,80000.0000,Rent,5,Zq8xAYco-iZXA,Venture,B,10000.0000,11.14,0,0.13,p0YYjhhN-UeAT,N,4.0000
MmzNrerQ-ou6R,23.0000,80000.0000,Rent,2,Os5Xu9nf-RhGy,Venture,B,7800.0000,9.99,0,0.1,5FHqtKEY-kDD5,N,2.0000
